ndexNr,pokemon,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
126,https://pokemonkg.org/instance/pokemon/magmar,https://pokemonkg.org/instance/pokemon/magmortar,https://pokemonkg.org/instance/pokemon/magby,https://pokemonkg.org/instance/pokemon/electabuzz,https://pokemonkg.org/instance/pokemon/growlithe,https://pokemonkg.org/instance/pokemon/arcanine,https://pokemonkg.org/instance/pokemon/magcargo,https://pokemonkg.org/instance/pokemon/pinsir,https://pokemonkg.org/instance/pokemon/rapidash,https://pokemonkg.org/instance/pokemon/magneton,https://pokemonkg.org/instance/pokemon/ponyta,https://pokemonkg.org/instance/pokemon/elekid,https://pokemonkg.org/instance/pokemon/vulpix,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/flareon,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/electivire,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/gyarados
127,https://pokemonkg.org/instance/pokemon/pinsir,https://pokemonkg.org/instance/pokemon/heracross,https://pokemonkg.org/instance/pokemon/scyther,https://pokemonkg.org/instance/pokemon/scizor,https://pokemonkg.org/instance/pokemon/tauros,https://pokemonkg.org/instance/pokemon/kangaskhan,https://pokemonkg.org/instance/pokemon/masquerain,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/articuno,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/magmar,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/marowak,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/cubone,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/butterfree,https://pokemonkg.org/instance/pokemon/garchomp
128,https://pokemonkg.org/instance/pokemon/tauros,https://pokemonkg.org/instance/pokemon/miltank,https://pokemonkg.org/instance/pokemon/kangaskhan,https://pokemonkg.org/instance/pokemon/pinsir,https://pokemonkg.org/instance/pokemon/mr-mime,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/farfetchd,https://pokemonkg.org/instance/pokemon/scyther,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/mankey,https://pokemonkg.org/instance/pokemon/heracross,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/nidoking,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/arcanine,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/chansey
129,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/feebas,https://pokemonkg.org/instance/pokemon/psyduck,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/togepi,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/squirtle,https://pokemonkg.org/instance/pokemon/piplup,https://pokemonkg.org/instance/pokemon/bulbasaur,https://pokemonkg.org/instance/pokemon/ditto,https://pokemonkg.org/instance/pokemon/venusaur,https://pokemonkg.org/instance/pokemon/goldeen,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/meowth
130,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/venusaur,https://pokemonkg.org/instance/pokemon/garchomp,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/greninja,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/blastoise,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/lucario,https://pokemonkg.org/instance/pokemon/gardevoir,https://pokemonkg.org/instance/pokemon/metagross,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/psyduck,https://pokemonkg.org/instance/pokemon/squirtle
131,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/cloyster,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/vaporeon,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/blastoise,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/dewgong,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/piplup,https://pokemonkg.org/instance/pokemon/lugia,https://pokemonkg.org/instance/pokemon/venusaur,https://pokemonkg.org/instance/pokemon/espeon,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/lucario
132,https://pokemonkg.org/instance/pokemon/ditto,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/mew,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/squirtle,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/grimer,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/meowth,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/vulpix,https://pokemonkg.org/instance/pokemon/togepi,https://pokemonkg.org/instance/pokemon/psyduck,https://pokemonkg.org/instance/pokemon/lucario,https://pokemonkg.org/instance/pokemon/bulbasaur,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/quagsire
133,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/sylveon,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/espeon,https://pokemonkg.org/instance/pokemon/umbreon,https://pokemonkg.org/instance/pokemon/flareon,https://pokemonkg.org/instance/pokemon/jolteon,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/glaceon,https://pokemonkg.org/instance/pokemon/leafeon,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/vulpix,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/pichu,https://pokemonkg.org/instance/pokemon/vaporeon,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/squirtle,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/ditto,https://pokemonkg.org/instance/pokemon/bulbasaur
134,https://pokemonkg.org/instance/pokemon/vaporeon,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/glaceon,https://pokemonkg.org/instance/pokemon/jolteon,https://pokemonkg.org/instance/pokemon/flareon,https://pokemonkg.org/instance/pokemon/sylveon,https://pokemonkg.org/instance/pokemon/leafeon,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/arcanine,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/machamp,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/mew,https://pokemonkg.org/instance/pokemon/blastoise,https://pokemonkg.org/instance/pokemon/milotic,https://pokemonkg.org/instance/pokemon/garchomp,https://pokemonkg.org/instance/pokemon/venusaur
135,https://pokemonkg.org/instance/pokemon/jolteon,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/vaporeon,https://pokemonkg.org/instance/pokemon/zapdos,https://pokemonkg.org/instance/pokemon/glaceon,https://pokemonkg.org/instance/pokemon/marowak,https://pokemonkg.org/instance/pokemon/vileplume,https://pokemonkg.org/instance/pokemon/flareon,https://pokemonkg.org/instance/pokemon/rapidash,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/espeon,https://pokemonkg.org/instance/pokemon/leafeon,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/umbreon,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/magneton,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/machamp,https://pokemonkg.org/instance/pokemon/sylveon,https://pokemonkg.org/instance/pokemon/gastly
136,https://pokemonkg.org/instance/pokemon/flareon,https://pokemonkg.org/instance/pokemon/vaporeon,https://pokemonkg.org/instance/pokemon/umbreon,https://pokemonkg.org/instance/pokemon/leafeon,https://pokemonkg.org/instance/pokemon/espeon,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/glaceon,https://pokemonkg.org/instance/pokemon/sylveon,https://pokemonkg.org/instance/pokemon/arcanine,https://pokemonkg.org/instance/pokemon/vulpix,https://pokemonkg.org/instance/pokemon/rapidash,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/growlithe,https://pokemonkg.org/instance/pokemon/ninetales,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/magmortar,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/ponyta,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/moltres
137,https://pokemonkg.org/instance/pokemon/porygon,https://pokemonkg.org/instance/pokemon/porygon2,https://pokemonkg.org/instance/pokemon/porygon-z,https://pokemonkg.org/instance/pokemon/magneton,https://pokemonkg.org/instance/pokemon/grimer,https://pokemonkg.org/instance/pokemon/koffing,https://pokemonkg.org/instance/pokemon/nidoqueen,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/quagsire,https://pokemonkg.org/instance/pokemon/chansey,https://pokemonkg.org/instance/pokemon/scyther,https://pokemonkg.org/instance/pokemon/kadabra,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/lickitung,https://pokemonkg.org/instance/pokemon/poliwhirl,https://pokemonkg.org/instance/pokemon/magnemite,https://pokemonkg.org/instance/pokemon/starmie,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/mr-mime
138,https://pokemonkg.org/instance/pokemon/omanyte,https://pokemonkg.org/instance/pokemon/omastar,https://pokemonkg.org/instance/pokemon/kabutops,https://pokemonkg.org/instance/pokemon/kabuto,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/anorith,https://pokemonkg.org/instance/pokemon/lileep,https://pokemonkg.org/instance/pokemon/shellder,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/cloyster,https://pokemonkg.org/instance/pokemon/cranidos,https://pokemonkg.org/instance/pokemon/amaura,https://pokemonkg.org/instance/pokemon/baltoy,https://pokemonkg.org/instance/pokemon/ducklett,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/squirtle,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/carracosta,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/dratini,https://pokemonkg.org/instance/pokemon/horsea
139,https://pokemonkg.org/instance/pokemon/omastar,https://pokemonkg.org/instance/pokemon/omanyte,https://pokemonkg.org/instance/pokemon/kabutops,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/tentacruel,https://pokemonkg.org/instance/pokemon/cradily,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/rampardos,https://pokemonkg.org/instance/pokemon/carracosta,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/rhydon,https://pokemonkg.org/instance/pokemon/cloyster,https://pokemonkg.org/instance/pokemon/starmie,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/golduck,https://pokemonkg.org/instance/pokemon/tyrantrum,https://pokemonkg.org/instance/pokemon/pinsir,https://pokemonkg.org/instance/pokemon/cranidos,https://pokemonkg.org/instance/pokemon/seaking,https://pokemonkg.org/instance/pokemon/seadra
140,https://pokemonkg.org/instance/pokemon/kabuto,https://pokemonkg.org/instance/pokemon/kabutops,https://pokemonkg.org/instance/pokemon/omanyte,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/cranidos,https://pokemonkg.org/instance/pokemon/anorith,https://pokemonkg.org/instance/pokemon/omastar,https://pokemonkg.org/instance/pokemon/lileep,https://pokemonkg.org/instance/pokemon/shieldon,https://pokemonkg.org/instance/pokemon/voltorb,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/dratini,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/squirtle,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/psyduck,https://pokemonkg.org/instance/pokemon/horsea,https://pokemonkg.org/instance/pokemon/tentacool,https://pokemonkg.org/instance/pokemon/shellder,https://pokemonkg.org/instance/pokemon/poliwag,https://pokemonkg.org/instance/pokemon/baltoy
141,https://pokemonkg.org/instance/pokemon/kabutops,https://pokemonkg.org/instance/pokemon/kabuto,https://pokemonkg.org/instance/pokemon/omastar,https://pokemonkg.org/instance/pokemon/omanyte,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/armaldo,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/cradily,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/zapdos,https://pokemonkg.org/instance/pokemon/rampardos,https://pokemonkg.org/instance/pokemon/scyther,https://pokemonkg.org/instance/pokemon/pinsir,https://pokemonkg.org/instance/pokemon/tyrantrum,https://pokemonkg.org/instance/pokemon/nidoking,https://pokemonkg.org/instance/pokemon/starmie,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/cloyster,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/poliwrath
142,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/gallade,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/slowking,https://pokemonkg.org/instance/pokemon/cradily,https://pokemonkg.org/instance/pokemon/skarmory,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/omastar,https://pokemonkg.org/instance/pokemon/golurk,https://pokemonkg.org/instance/pokemon/seadra,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/aggron,https://pokemonkg.org/instance/pokemon/gardevoir,https://pokemonkg.org/instance/pokemon/metagross,https://pokemonkg.org/instance/pokemon/archeops,https://pokemonkg.org/instance/pokemon/dragonair,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/mamoswine
143,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/munchlax,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/bulbasaur,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/squirtle,https://pokemonkg.org/instance/pokemon/gardevoir,https://pokemonkg.org/instance/pokemon/psyduck,https://pokemonkg.org/instance/pokemon/ditto,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/slaking,https://pokemonkg.org/instance/pokemon/heatmor,https://pokemonkg.org/instance/pokemon/blastoise,https://pokemonkg.org/instance/pokemon/magikarp
144,https://pokemonkg.org/instance/pokemon/articuno,https://pokemonkg.org/instance/pokemon/zapdos,https://pokemonkg.org/instance/pokemon/moltres,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/glaceon,https://pokemonkg.org/instance/pokemon/abomasnow,https://pokemonkg.org/instance/pokemon/mamoswine,https://pokemonkg.org/instance/pokemon/cloyster,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/kyurem,https://pokemonkg.org/instance/pokemon/weavile,https://pokemonkg.org/instance/pokemon/lugia,https://pokemonkg.org/instance/pokemon/mew,https://pokemonkg.org/instance/pokemon/delibird,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/ho-oh,https://pokemonkg.org/instance/pokemon/glalie,https://pokemonkg.org/instance/pokemon/cresselia
145,https://pokemonkg.org/instance/pokemon/zapdos,https://pokemonkg.org/instance/pokemon/moltres,https://pokemonkg.org/instance/pokemon/articuno,https://pokemonkg.org/instance/pokemon/lugia,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/raikou,https://pokemonkg.org/instance/pokemon/landorus,https://pokemonkg.org/instance/pokemon/kangaskhan,https://pokemonkg.org/instance/pokemon/ho-oh,https://pokemonkg.org/instance/pokemon/suicune,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/jolteon,https://pokemonkg.org/instance/pokemon/mew,https://pokemonkg.org/instance/pokemon/thundurus,https://pokemonkg.org/instance/pokemon/entei,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/garchomp,https://pokemonkg.org/instance/pokemon/nidoking,https://pokemonkg.org/instance/pokemon/xerneas,https://pokemonkg.org/instance/pokemon/tyranitar
146,https://pokemonkg.org/instance/pokemon/moltres,https://pokemonkg.org/instance/pokemon/zapdos,https://pokemonkg.org/instance/pokemon/articuno,https://pokemonkg.org/instance/pokemon/ho-oh,https://pokemonkg.org/instance/pokemon/kangaskhan,https://pokemonkg.org/instance/pokemon/lugia,https://pokemonkg.org/instance/pokemon/entei,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/raikou,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/nidoking,https://pokemonkg.org/instance/pokemon/garchomp,https://pokemonkg.org/instance/pokemon/suicune,https://pokemonkg.org/instance/pokemon/mew,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/ponyta,https://pokemonkg.org/instance/pokemon/arcanine,https://pokemonkg.org/instance/pokemon/heatran,https://pokemonkg.org/instance/pokemon/blaziken,https://pokemonkg.org/instance/pokemon/giratina,https://pokemonkg.org/instance/pokemon/xerneas
147,https://pokemonkg.org/instance/pokemon/dratini,https://pokemonkg.org/instance/pokemon/dragonair,https://pokemonkg.org/instance/pokemon/salamence,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/scyther,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/bagon,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/larvitar,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/fletchling,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/pinsir,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/horsea,https://pokemonkg.org/instance/pokemon/squirtle,https://pokemonkg.org/instance/pokemon/ponyta,https://pokemonkg.org/instance/pokemon/snorlax
148,https://pokemonkg.org/instance/pokemon/dragonair,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/dratini,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/milotic,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/kingdra,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/hitmonchan,https://pokemonkg.org/instance/pokemon/marowak,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/salamence,https://pokemonkg.org/instance/pokemon/seadra,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/altaria,https://pokemonkg.org/instance/pokemon/shelgon,https://pokemonkg.org/instance/pokemon/wigglytuff
149,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/dragonair,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/garchomp,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/machamp,https://pokemonkg.org/instance/pokemon/metagross,https://pokemonkg.org/instance/pokemon/gardevoir,https://pokemonkg.org/instance/pokemon/rhyperior,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/lucario,https://pokemonkg.org/instance/pokemon/xerneas,https://pokemonkg.org/instance/pokemon/venusaur,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/poliwrath,https://pokemonkg.org/instance/pokemon/hydreigon,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/golbat
150,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/mew,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/arceus,https://pokemonkg.org/instance/pokemon/lucario,https://pokemonkg.org/instance/pokemon/lugia,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/dialga,https://pokemonkg.org/instance/pokemon/giratina,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/deoxys,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/ditto,https://pokemonkg.org/instance/pokemon/meowth,https://pokemonkg.org/instance/pokemon/bulbasaur,https://pokemonkg.org/instance/pokemon/venusaur,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/ho-oh
151,https://pokemonkg.org/instance/pokemon/mew,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/celebi,https://pokemonkg.org/instance/pokemon/arceus,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/ditto,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/lugia,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/meowth,https://pokemonkg.org/instance/pokemon/bulbasaur,https://pokemonkg.org/instance/pokemon/lucario,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/pichu,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/squirtle,https://pokemonkg.org/instance/pokemon/victini,https://pokemonkg.org/instance/pokemon/zapdos
152,https://pokemonkg.org/instance/pokemon/chikorita,https://pokemonkg.org/instance/pokemon/bayleef,https://pokemonkg.org/instance/pokemon/bulbasaur,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/squirtle,https://pokemonkg.org/instance/pokemon/mudkip,https://pokemonkg.org/instance/pokemon/meganium,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/torchic,https://pokemonkg.org/instance/pokemon/snivy,https://pokemonkg.org/instance/pokemon/chinchou,https://pokemonkg.org/instance/pokemon/chimchar,https://pokemonkg.org/instance/pokemon/togepi,https://pokemonkg.org/instance/pokemon/treecko,https://pokemonkg.org/instance/pokemon/chespin,https://pokemonkg.org/instance/pokemon/typhlosion,https://pokemonkg.org/instance/pokemon/oshawott,https://pokemonkg.org/instance/pokemon/cottonee,https://pokemonkg.org/instance/pokemon/oddish,https://pokemonkg.org/instance/pokemon/celebi,https://pokemonkg.org/instance/pokemon/snorlax
