ndexNr,pokemon,1,2,3,4,5,6,7,8,9
59,https://pokemonkg.org/instance/pokemon/arcanine,https://pokemonkg.org/instance/pokemon/growlithe,https://pokemonkg.org/instance/pokemon/ninetales,https://pokemonkg.org/instance/pokemon/entei,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/flareon,https://pokemonkg.org/instance/pokemon/rapidash,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/vulpix,https://pokemonkg.org/instance/pokemon/slowbro
60,https://pokemonkg.org/instance/pokemon/poliwag,https://pokemonkg.org/instance/pokemon/poliwhirl,https://pokemonkg.org/instance/pokemon/poliwrath,https://pokemonkg.org/instance/pokemon/politoed,https://pokemonkg.org/instance/pokemon/psyduck,https://pokemonkg.org/instance/pokemon/growlithe,https://pokemonkg.org/instance/pokemon/oddish,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/goldeen,https://pokemonkg.org/instance/pokemon/charmander
61,https://pokemonkg.org/instance/pokemon/poliwhirl,https://pokemonkg.org/instance/pokemon/poliwrath,https://pokemonkg.org/instance/pokemon/poliwag,https://pokemonkg.org/instance/pokemon/politoed,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/psyduck,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/squirtle
62,https://pokemonkg.org/instance/pokemon/poliwrath,https://pokemonkg.org/instance/pokemon/poliwhirl,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/politoed,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/poliwag,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/machamp,https://pokemonkg.org/instance/pokemon/hitmonlee
63,https://pokemonkg.org/instance/pokemon/abra,https://pokemonkg.org/instance/pokemon/kadabra,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/machop,https://pokemonkg.org/instance/pokemon/geodude,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/squirtle,https://pokemonkg.org/instance/pokemon/bulbasaur
64,https://pokemonkg.org/instance/pokemon/kadabra,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/abra,https://pokemonkg.org/instance/pokemon/haunter,https://pokemonkg.org/instance/pokemon/mr-mime,https://pokemonkg.org/instance/pokemon/machoke,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/golbat,https://pokemonkg.org/instance/pokemon/jynx
65,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/kadabra,https://pokemonkg.org/instance/pokemon/espeon,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/mr-mime,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/gengar
66,https://pokemonkg.org/instance/pokemon/machop,https://pokemonkg.org/instance/pokemon/machoke,https://pokemonkg.org/instance/pokemon/machamp,https://pokemonkg.org/instance/pokemon/geodude,https://pokemonkg.org/instance/pokemon/gastly,https://pokemonkg.org/instance/pokemon/zubat,https://pokemonkg.org/instance/pokemon/rhyhorn,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/vulpix,https://pokemonkg.org/instance/pokemon/charmander
67,https://pokemonkg.org/instance/pokemon/machoke,https://pokemonkg.org/instance/pokemon/machamp,https://pokemonkg.org/instance/pokemon/machop,https://pokemonkg.org/instance/pokemon/kadabra,https://pokemonkg.org/instance/pokemon/geodude,https://pokemonkg.org/instance/pokemon/graveler,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/golem,https://pokemonkg.org/instance/pokemon/mr-mime,https://pokemonkg.org/instance/pokemon/haunter
68,https://pokemonkg.org/instance/pokemon/machamp,https://pokemonkg.org/instance/pokemon/machoke,https://pokemonkg.org/instance/pokemon/ho-oh,https://pokemonkg.org/instance/pokemon/machop,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/hitmonlee,https://pokemonkg.org/instance/pokemon/hitmonchan,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/snorlax
69,https://pokemonkg.org/instance/pokemon/bellsprout,https://pokemonkg.org/instance/pokemon/weepinbell,https://pokemonkg.org/instance/pokemon/oddish,https://pokemonkg.org/instance/pokemon/victreebel,https://pokemonkg.org/instance/pokemon/geodude,https://pokemonkg.org/instance/pokemon/bulbasaur,https://pokemonkg.org/instance/pokemon/pidgey,https://pokemonkg.org/instance/pokemon/zubat,https://pokemonkg.org/instance/pokemon/rattata,https://pokemonkg.org/instance/pokemon/gloom
70,https://pokemonkg.org/instance/pokemon/weepinbell,https://pokemonkg.org/instance/pokemon/victreebel,https://pokemonkg.org/instance/pokemon/bellsprout,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/oddish,https://pokemonkg.org/instance/pokemon/gloom,https://pokemonkg.org/instance/pokemon/tangela,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/vulpix,https://pokemonkg.org/instance/pokemon/bulbasaur
71,https://pokemonkg.org/instance/pokemon/victreebel,https://pokemonkg.org/instance/pokemon/weepinbell,https://pokemonkg.org/instance/pokemon/bellsprout,https://pokemonkg.org/instance/pokemon/vileplume,https://pokemonkg.org/instance/pokemon/venusaur,https://pokemonkg.org/instance/pokemon/oddish,https://pokemonkg.org/instance/pokemon/exeggutor,https://pokemonkg.org/instance/pokemon/gloom,https://pokemonkg.org/instance/pokemon/nidoking,https://pokemonkg.org/instance/pokemon/kangaskhan
72,https://pokemonkg.org/instance/pokemon/tentacool,https://pokemonkg.org/instance/pokemon/tentacruel,https://pokemonkg.org/instance/pokemon/staryu,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/psyduck,https://pokemonkg.org/instance/pokemon/zubat,https://pokemonkg.org/instance/pokemon/goldeen,https://pokemonkg.org/instance/pokemon/shellder,https://pokemonkg.org/instance/pokemon/horsea
73,https://pokemonkg.org/instance/pokemon/tentacruel,https://pokemonkg.org/instance/pokemon/tentacool,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/golduck,https://pokemonkg.org/instance/pokemon/starmie,https://pokemonkg.org/instance/pokemon/omastar,https://pokemonkg.org/instance/pokemon/poliwrath,https://pokemonkg.org/instance/pokemon/nidoqueen,https://pokemonkg.org/instance/pokemon/cloyster,https://pokemonkg.org/instance/pokemon/nidoking
74,https://pokemonkg.org/instance/pokemon/geodude,https://pokemonkg.org/instance/pokemon/graveler,https://pokemonkg.org/instance/pokemon/golem,https://pokemonkg.org/instance/pokemon/onix,https://pokemonkg.org/instance/pokemon/machop,https://pokemonkg.org/instance/pokemon/zubat,https://pokemonkg.org/instance/pokemon/machoke,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/machamp,https://pokemonkg.org/instance/pokemon/pikachu
75,https://pokemonkg.org/instance/pokemon/graveler,https://pokemonkg.org/instance/pokemon/golem,https://pokemonkg.org/instance/pokemon/geodude,https://pokemonkg.org/instance/pokemon/machoke,https://pokemonkg.org/instance/pokemon/onix,https://pokemonkg.org/instance/pokemon/machamp,https://pokemonkg.org/instance/pokemon/rhyhorn,https://pokemonkg.org/instance/pokemon/sandslash,https://pokemonkg.org/instance/pokemon/rhydon,https://pokemonkg.org/instance/pokemon/golbat
76,https://pokemonkg.org/instance/pokemon/golem,https://pokemonkg.org/instance/pokemon/geodude,https://pokemonkg.org/instance/pokemon/ho-oh,https://pokemonkg.org/instance/pokemon/rhydon,https://pokemonkg.org/instance/pokemon/dewgong,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/machamp,https://pokemonkg.org/instance/pokemon/omastar,https://pokemonkg.org/instance/pokemon/nidoking,https://pokemonkg.org/instance/pokemon/charizard
77,https://pokemonkg.org/instance/pokemon/ponyta,https://pokemonkg.org/instance/pokemon/rapidash,https://pokemonkg.org/instance/pokemon/vulpix,https://pokemonkg.org/instance/pokemon/meowth,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/growlithe,https://pokemonkg.org/instance/pokemon/articuno,https://pokemonkg.org/instance/pokemon/charmander
78,https://pokemonkg.org/instance/pokemon/rapidash,https://pokemonkg.org/instance/pokemon/ponyta,https://pokemonkg.org/instance/pokemon/ninetales,https://pokemonkg.org/instance/pokemon/arcanine,https://pokemonkg.org/instance/pokemon/flareon,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/vulpix,https://pokemonkg.org/instance/pokemon/marowak
79,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/slowking,https://pokemonkg.org/instance/pokemon/psyduck,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/ponyta,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/pikachu
80,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/slowking,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/nidoking,https://pokemonkg.org/instance/pokemon/arcanine,https://pokemonkg.org/instance/pokemon/mr-mime,https://pokemonkg.org/instance/pokemon/cloyster,https://pokemonkg.org/instance/pokemon/snorlax
81,https://pokemonkg.org/instance/pokemon/magnemite,https://pokemonkg.org/instance/pokemon/magneton,https://pokemonkg.org/instance/pokemon/voltorb,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/steelix,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/psyduck,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/grimer,https://pokemonkg.org/instance/pokemon/gastly
82,https://pokemonkg.org/instance/pokemon/magneton,https://pokemonkg.org/instance/pokemon/magnemite,https://pokemonkg.org/instance/pokemon/haunter,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/electabuzz,https://pokemonkg.org/instance/pokemon/marowak,https://pokemonkg.org/instance/pokemon/voltorb,https://pokemonkg.org/instance/pokemon/porygon2,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/magmar
83,https://pokemonkg.org/instance/pokemon/farfetchd,https://pokemonkg.org/instance/pokemon/hitmonlee,https://pokemonkg.org/instance/pokemon/ponyta,https://pokemonkg.org/instance/pokemon/kangaskhan,https://pokemonkg.org/instance/pokemon/meowth,https://pokemonkg.org/instance/pokemon/tauros,https://pokemonkg.org/instance/pokemon/mr-mime,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/psyduck,https://pokemonkg.org/instance/pokemon/slowpoke
84,https://pokemonkg.org/instance/pokemon/doduo,https://pokemonkg.org/instance/pokemon/dodrio,https://pokemonkg.org/instance/pokemon/dugtrio,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/pidgey,https://pokemonkg.org/instance/pokemon/farfetchd,https://pokemonkg.org/instance/pokemon/rattata,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/meowth,https://pokemonkg.org/instance/pokemon/spearow
85,https://pokemonkg.org/instance/pokemon/dodrio,https://pokemonkg.org/instance/pokemon/doduo,https://pokemonkg.org/instance/pokemon/fearow,https://pokemonkg.org/instance/pokemon/dugtrio,https://pokemonkg.org/instance/pokemon/mantine,https://pokemonkg.org/instance/pokemon/pidgeot,https://pokemonkg.org/instance/pokemon/exeggutor,https://pokemonkg.org/instance/pokemon/skarmory,https://pokemonkg.org/instance/pokemon/tauros,https://pokemonkg.org/instance/pokemon/sandslash
86,https://pokemonkg.org/instance/pokemon/seel,https://pokemonkg.org/instance/pokemon/dewgong,https://pokemonkg.org/instance/pokemon/shellder,https://pokemonkg.org/instance/pokemon/dugtrio,https://pokemonkg.org/instance/pokemon/psyduck,https://pokemonkg.org/instance/pokemon/farfetchd,https://pokemonkg.org/instance/pokemon/magnemite,https://pokemonkg.org/instance/pokemon/clefairy,https://pokemonkg.org/instance/pokemon/squirtle,https://pokemonkg.org/instance/pokemon/tentacool
87,https://pokemonkg.org/instance/pokemon/dewgong,https://pokemonkg.org/instance/pokemon/seel,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/cloyster,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/piloswine,https://pokemonkg.org/instance/pokemon/skarmory,https://pokemonkg.org/instance/pokemon/nidoking,https://pokemonkg.org/instance/pokemon/machamp
88,https://pokemonkg.org/instance/pokemon/grimer,https://pokemonkg.org/instance/pokemon/muk,https://pokemonkg.org/instance/pokemon/koffing,https://pokemonkg.org/instance/pokemon/ditto,https://pokemonkg.org/instance/pokemon/ekans,https://pokemonkg.org/instance/pokemon/rattata,https://pokemonkg.org/instance/pokemon/slugma,https://pokemonkg.org/instance/pokemon/zubat,https://pokemonkg.org/instance/pokemon/geodude,https://pokemonkg.org/instance/pokemon/golbat
89,https://pokemonkg.org/instance/pokemon/muk,https://pokemonkg.org/instance/pokemon/grimer,https://pokemonkg.org/instance/pokemon/crobat,https://pokemonkg.org/instance/pokemon/forretress,https://pokemonkg.org/instance/pokemon/venomoth,https://pokemonkg.org/instance/pokemon/golbat,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/koffing,https://pokemonkg.org/instance/pokemon/ditto,https://pokemonkg.org/instance/pokemon/beedrill
90,https://pokemonkg.org/instance/pokemon/shellder,https://pokemonkg.org/instance/pokemon/cloyster,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/staryu,https://pokemonkg.org/instance/pokemon/goldeen,https://pokemonkg.org/instance/pokemon/horsea,https://pokemonkg.org/instance/pokemon/tentacool,https://pokemonkg.org/instance/pokemon/seel,https://pokemonkg.org/instance/pokemon/omanyte,https://pokemonkg.org/instance/pokemon/krabby
91,https://pokemonkg.org/instance/pokemon/cloyster,https://pokemonkg.org/instance/pokemon/shellder,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/ho-oh,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/dewgong,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/machamp,https://pokemonkg.org/instance/pokemon/starmie
92,https://pokemonkg.org/instance/pokemon/gastly,https://pokemonkg.org/instance/pokemon/haunter,https://pokemonkg.org/instance/pokemon/gengar,https://pokemonkg.org/instance/pokemon/machop,https://pokemonkg.org/instance/pokemon/zubat,https://pokemonkg.org/instance/pokemon/koffing,https://pokemonkg.org/instance/pokemon/geodude,https://pokemonkg.org/instance/pokemon/magnemite,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/oddish
93,https://pokemonkg.org/instance/pokemon/haunter,https://pokemonkg.org/instance/pokemon/gengar,https://pokemonkg.org/instance/pokemon/gastly,https://pokemonkg.org/instance/pokemon/kadabra,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/golbat,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/arbok,https://pokemonkg.org/instance/pokemon/magneton,https://pokemonkg.org/instance/pokemon/gyarados
94,https://pokemonkg.org/instance/pokemon/gengar,https://pokemonkg.org/instance/pokemon/haunter,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/golbat,https://pokemonkg.org/instance/pokemon/umbreon,https://pokemonkg.org/instance/pokemon/vileplume,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/nidoking,https://pokemonkg.org/instance/pokemon/tyranitar
95,https://pokemonkg.org/instance/pokemon/onix,https://pokemonkg.org/instance/pokemon/steelix,https://pokemonkg.org/instance/pokemon/geodude,https://pokemonkg.org/instance/pokemon/hitmonchan,https://pokemonkg.org/instance/pokemon/hitmonlee,https://pokemonkg.org/instance/pokemon/entei,https://pokemonkg.org/instance/pokemon/rhyhorn,https://pokemonkg.org/instance/pokemon/machamp,https://pokemonkg.org/instance/pokemon/graveler,https://pokemonkg.org/instance/pokemon/hitmontop
96,https://pokemonkg.org/instance/pokemon/drowzee,https://pokemonkg.org/instance/pokemon/hypno,https://pokemonkg.org/instance/pokemon/cubone,https://pokemonkg.org/instance/pokemon/scyther,https://pokemonkg.org/instance/pokemon/diglett,https://pokemonkg.org/instance/pokemon/sandshrew,https://pokemonkg.org/instance/pokemon/zubat,https://pokemonkg.org/instance/pokemon/grimer,https://pokemonkg.org/instance/pokemon/growlithe,https://pokemonkg.org/instance/pokemon/krabby
97,https://pokemonkg.org/instance/pokemon/hypno,https://pokemonkg.org/instance/pokemon/drowzee,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/mr-mime,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/kadabra,https://pokemonkg.org/instance/pokemon/grimer,https://pokemonkg.org/instance/pokemon/exeggutor,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/slowpoke
98,https://pokemonkg.org/instance/pokemon/krabby,https://pokemonkg.org/instance/pokemon/kingler,https://pokemonkg.org/instance/pokemon/psyduck,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/staryu,https://pokemonkg.org/instance/pokemon/goldeen,https://pokemonkg.org/instance/pokemon/squirtle,https://pokemonkg.org/instance/pokemon/shellder,https://pokemonkg.org/instance/pokemon/cubone
99,https://pokemonkg.org/instance/pokemon/kingler,https://pokemonkg.org/instance/pokemon/krabby,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/poliwrath,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/kingdra,https://pokemonkg.org/instance/pokemon/tentacruel,https://pokemonkg.org/instance/pokemon/seaking,https://pokemonkg.org/instance/pokemon/seadra
100,https://pokemonkg.org/instance/pokemon/voltorb,https://pokemonkg.org/instance/pokemon/magnemite,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/magneton,https://pokemonkg.org/instance/pokemon/geodude,https://pokemonkg.org/instance/pokemon/koffing,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/dugtrio,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/vulpix
101,https://pokemonkg.org/instance/pokemon/electrode,https://pokemonkg.org/instance/pokemon/voltorb,https://pokemonkg.org/instance/pokemon/kangaskhan,https://pokemonkg.org/instance/pokemon/zapdos,https://pokemonkg.org/instance/pokemon/electabuzz,https://pokemonkg.org/instance/pokemon/magneton,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/magnemite,https://pokemonkg.org/instance/pokemon/jolteon
102,https://pokemonkg.org/instance/pokemon/exeggcute,https://pokemonkg.org/instance/pokemon/exeggutor,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/magnemite,https://pokemonkg.org/instance/pokemon/oddish,https://pokemonkg.org/instance/pokemon/voltorb,https://pokemonkg.org/instance/pokemon/cubone,https://pokemonkg.org/instance/pokemon/growlithe,https://pokemonkg.org/instance/pokemon/pikachu
103,https://pokemonkg.org/instance/pokemon/exeggutor,https://pokemonkg.org/instance/pokemon/exeggcute,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/vulpix
104,https://pokemonkg.org/instance/pokemon/cubone,https://pokemonkg.org/instance/pokemon/marowak,https://pokemonkg.org/instance/pokemon/kangaskhan,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/scyther,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/drowzee,https://pokemonkg.org/instance/pokemon/psyduck,https://pokemonkg.org/instance/pokemon/bulbasaur
105,https://pokemonkg.org/instance/pokemon/marowak,https://pokemonkg.org/instance/pokemon/cubone,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/kangaskhan,https://pokemonkg.org/instance/pokemon/vileplume,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/rapidash,https://pokemonkg.org/instance/pokemon/ninetales,https://pokemonkg.org/instance/pokemon/jolteon,https://pokemonkg.org/instance/pokemon/tyranitar
106,https://pokemonkg.org/instance/pokemon/hitmonlee,https://pokemonkg.org/instance/pokemon/tyrogue,https://pokemonkg.org/instance/pokemon/hitmonchan,https://pokemonkg.org/instance/pokemon/hitmontop,https://pokemonkg.org/instance/pokemon/machamp,https://pokemonkg.org/instance/pokemon/poliwrath,https://pokemonkg.org/instance/pokemon/farfetchd,https://pokemonkg.org/instance/pokemon/onix,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/gengar
107,https://pokemonkg.org/instance/pokemon/hitmonchan,https://pokemonkg.org/instance/pokemon/tyrogue,https://pokemonkg.org/instance/pokemon/hitmonlee,https://pokemonkg.org/instance/pokemon/machamp,https://pokemonkg.org/instance/pokemon/hitmontop,https://pokemonkg.org/instance/pokemon/onix,https://pokemonkg.org/instance/pokemon/poliwrath,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/machoke,https://pokemonkg.org/instance/pokemon/dragonair
108,https://pokemonkg.org/instance/pokemon/lickitung,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/tangela,https://pokemonkg.org/instance/pokemon/chansey,https://pokemonkg.org/instance/pokemon/blastoise,https://pokemonkg.org/instance/pokemon/ditto,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/golbat,https://pokemonkg.org/instance/pokemon/grimer
109,https://pokemonkg.org/instance/pokemon/koffing,https://pokemonkg.org/instance/pokemon/weezing,https://pokemonkg.org/instance/pokemon/ekans,https://pokemonkg.org/instance/pokemon/grimer,https://pokemonkg.org/instance/pokemon/sudowoodo,https://pokemonkg.org/instance/pokemon/arbok,https://pokemonkg.org/instance/pokemon/muk,https://pokemonkg.org/instance/pokemon/golbat,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/rhyhorn
110,https://pokemonkg.org/instance/pokemon/weezing,https://pokemonkg.org/instance/pokemon/arbok,https://pokemonkg.org/instance/pokemon/koffing,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/ponyta,https://pokemonkg.org/instance/pokemon/muk,https://pokemonkg.org/instance/pokemon/golbat,https://pokemonkg.org/instance/pokemon/meowth,https://pokemonkg.org/instance/pokemon/rapidash,https://pokemonkg.org/instance/pokemon/ekans
111,https://pokemonkg.org/instance/pokemon/rhyhorn,https://pokemonkg.org/instance/pokemon/rhydon,https://pokemonkg.org/instance/pokemon/nidoqueen,https://pokemonkg.org/instance/pokemon/kangaskhan,https://pokemonkg.org/instance/pokemon/nidoking,https://pokemonkg.org/instance/pokemon/koffing,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/cubone,https://pokemonkg.org/instance/pokemon/geodude,https://pokemonkg.org/instance/pokemon/onix
112,https://pokemonkg.org/instance/pokemon/rhydon,https://pokemonkg.org/instance/pokemon/rhyhorn,https://pokemonkg.org/instance/pokemon/nidoking,https://pokemonkg.org/instance/pokemon/nidoqueen,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/noctowl,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/kangaskhan
113,https://pokemonkg.org/instance/pokemon/chansey,https://pokemonkg.org/instance/pokemon/blissey,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/clefairy,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/kangaskhan,https://pokemonkg.org/instance/pokemon/togepi,https://pokemonkg.org/instance/pokemon/cleffa,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/tangela
114,https://pokemonkg.org/instance/pokemon/tangela,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/oddish,https://pokemonkg.org/instance/pokemon/kangaskhan,https://pokemonkg.org/instance/pokemon/venonat,https://pokemonkg.org/instance/pokemon/vileplume,https://pokemonkg.org/instance/pokemon/chansey,https://pokemonkg.org/instance/pokemon/lickitung,https://pokemonkg.org/instance/pokemon/weepinbell,https://pokemonkg.org/instance/pokemon/snorlax
115,https://pokemonkg.org/instance/pokemon/kangaskhan,https://pokemonkg.org/instance/pokemon/moltres,https://pokemonkg.org/instance/pokemon/tauros,https://pokemonkg.org/instance/pokemon/nidoking,https://pokemonkg.org/instance/pokemon/cubone,https://pokemonkg.org/instance/pokemon/zapdos,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/mr-mime,https://pokemonkg.org/instance/pokemon/heracross,https://pokemonkg.org/instance/pokemon/rhyhorn
116,https://pokemonkg.org/instance/pokemon/horsea,https://pokemonkg.org/instance/pokemon/seadra,https://pokemonkg.org/instance/pokemon/kingdra,https://pokemonkg.org/instance/pokemon/shellder,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/poliwag,https://pokemonkg.org/instance/pokemon/tentacool,https://pokemonkg.org/instance/pokemon/staryu,https://pokemonkg.org/instance/pokemon/dratini
